"Committee Code","Committee Type","Report Year","Report Due Date","Report Code","Report Start Date","Report Ending Date","Fling Source Type","Filing Type","Amended Count","Date Received","Filing Status","ELECTION_YEAR","Officer Position","Last Name","First Name","Middle Name","SCHED_ID","Sum Contrib A","Qty Contrib A","Sum Contrib B","Qty Contrib B","Sub Unitemized Contrib","Qty UnItemized Contrib","Sum Contrib C","Qty Contrib C","Total Contrib","Total Qty Contrib","Sum Exp B","Sum Exp D","Begin Loan Bal","Sum Loans Recvd E","Sum Loans Paid E","End Loan Bal","Sum Unitemized Contrib2","Qty Unitemized Contrib2","Sum Unitemized Contrib2 Exp"
"91-124","Amalgamated Transit Union Committee on Political Education in Virginia","2001","01/15/2002","JAN15_02","07/01/2001","12/31/2001","E","R","","11/08/2002","T","0","Treasurer","Mathieu","Jacques","C","G","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"91-124","Amalgamated Transit Union Committee on Political Education in Virginia","2001","10/29/2001","OCTN29_01","10/01/2001","10/24/2001","E","R","","11/08/2002","L","0","Treasurer","Mathieu","Jacques","C","G","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","5494.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"91-138","Home Builders Association of Richmond Builders PAC","2001","06/04/2001","JUNN04_01","04/01/2001","05/30/2001","E","R","","06/04/2001","T","0","Treas","Sprigg","Susan","R","G","0.00","0","0.00","0","2190.00","73","157.67","0","2190.00","73","0.00","35.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"91-138","Home Builders Association of Richmond Builders PAC","2001","07/16/2001","JULN16_01","05/31/2001","06/30/2001","E","R","","07/19/2001","T","0","Treas","Sprigg","Susan","R","G","0.00","0","0.00","0","1710.00","57","86.56","0","1710.00","57","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"91-138","Home Builders Association of Richmond Builders PAC","2001","09/17/2001","SEPN17_01","07/01/2001","08/31/2001","E","R","","09/21/2001","T","0","Treas","Sprigg","Susan","R","G","0.00","0","0.00","0","1500.00","50","178.83","0","1500.00","50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"91-138","Home Builders Association of Richmond Builders PAC","2001","12/06/2001","DECN06_01","10/25/2001","11/29/2001","E","R","","12/10/2001","L","0","Treas","Sprigg","Susan","R","G","0.00","0","0.00","0","1380.00","46","80.26","0","1380.00","46","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"91-138","Home Builders Association of Richmond Builders PAC","2001","01/15/2002","JAN15_02","07/01/2001","12/31/2001","E","R","","01/28/2002","L","0","Treas","Sprigg","Susan","R","G","0.00","0","0.00","0","1170.00","39","72.35","0","1170.00","39","0.00","2520.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"91-138","Home Builders Association of Richmond Builders PAC","2001","10/15/2001","OCTN15_01","09/01/2001","09/30/2001","E","R","","04/10/2003","L","0","Treas","Sprigg","Susan","R","G","0.00","0","0.00","0","810.00","27","91.71","0","810.00","27","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"91-150","Virginia Society of Professional Engineers PAC","2001","10/15/2001","OCTN15_01","09/01/2001","09/30/2001","E","R","","09/20/2001","T","0","Exec Director","Dicks","Leigh","","G","0.00","0","0.00","0","50.00","10","12.18","0","50.00","10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"91-150","Virginia Society of Professional Engineers PAC","2001","09/17/2001","SEPN17_01","07/01/2001","08/31/2001","E","R","","09/21/2001","T","0","Exec Director","Dicks","Leigh","","G","0.00","0","0.00","0","220.00","41","13.74","0","220.00","41","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
