"ReportId","ScheduleId","ScheduleIId","CommitteeContactId","FirstName","MiddleName","LastOrCompanyName","Prefix","Suffix","AddressLine1","AddressLine2","City","StateCode","ZipCode","IsIndividual","TransactionDate","Amount","AuthorizingName","TypeOfDisposition","ReportUID"
"48909","","379","200693","","","McQuinn for the 70th District House of Delegates","","","900 N. 35th Street","","Richmond","VA","23223","False","01/02/2015","582.84","Delores L. McQuinn, Candidate","McQuinn 70th District HOD","{83ED87ED-AD5C-22F6-9DCE-9AC9C3BBAE95}"
"49158","","380","200477","","","Arlington County Council of Parent Teacher Associations (CCPTA)","","","1426 N. Quincy St.","","Arlington","VA","22207","False","12/30/2014","19.58","Greg Greeley","Surplus Disbursement","{EBFCF555-3A5F-AC67-6353-65F7B09B2C25}"
"49746","","381","203102","","","Blue Ridge Community College Education Foundation","","","Box 80, One College Lane","","Weyers Cave","VA","22846","False","12/31/2014","300.00","DD Dawson","donation to close account","{B43DB783-E588-D7BF-CAA1-DE7B85FC6C6C}"
"49746","","382","203104","","","Shenandoah Valley Spay and Neuter Clinic/ANICIRA","","","910 North Liberty Street","","Harrisonburg","VA","22802","False","12/31/2014","385.00","DD Dawson","donation - close account","{B43DB783-E588-D7BF-CAA1-DE7B85FC6C6C}"
"49746","","383","203106","","","Cat's Cradle","","","124 South Main Street","","Harrisonburg","VA","22801","False","12/31/2014","385.00","DD Dawson","donation - close account","{B43DB783-E588-D7BF-CAA1-DE7B85FC6C6C}"
"49892","","384","203481","","","Ken Elston Committee","","","10169 Corydalis Ct","","Manassas","VA","20110","False","12/31/2014","1097.40","Ken Elston","Ken Elston Committee","{0E8F3E2D-CB90-C1BA-3A56-219D13A536EB}"
"50232","","386","204595","","","On the Road Collaborative","","","373 Bluestone Hills Drive","","Harrisonburg","VA","22801","False","12/31/2014","1424.19","Brent","Surplus Donation to "On The Road Collaborative 501(C)(3) Non Profit"","{72C0FCBE-DBD5-8CDB-5DC9-48C1ED0D531E}"
"50950","","387","194342","","","Dickenson County, VA Department of Social Services","","","P O Box 414","","Clintwood","VA","24228","False","11/20/2014","444.99","Ginger R. Senter","Donate surplus to Dickenson Co., VA Dept. of Social Services for use with client programs","{943F5CEC-60AB-036F-2662-E02DD87FF94F}"
"51750","","390","","","","ADAMS Center","","","46903 Sugarland Rd","","Sterling","VA","20164-8520","False","10/24/2014","5000.00","Mark Herring","Contribution","{57BE99AD-EF6E-5383-7018-43D2732229C6}"
"51750","","391","","","","FeedMore","","","1415 Rhoadmiller St","","Richmond","VA","23220-1111","False","10/24/2014","5000.00","Mark Herring","Contribution","{57BE99AD-EF6E-5383-7018-43D2732229C6}"
"51750","","392","","","","Girls Inc. of the Greater Peninsula","","","5905 Portsmouth Blvd","","Portsmouth","VA","23701-1445","False","10/24/2014","5000.00","Mark Herring","Contribution","{57BE99AD-EF6E-5383-7018-43D2732229C6}"
"51750","","393","","","","Loudoun Citizens for Social Justice","","","105 E Market St","","Leesburg","VA","20176-3112","False","10/24/2014","5000.00","Mark Herring","Contribution","{57BE99AD-EF6E-5383-7018-43D2732229C6}"
"51750","","394","","","","The Journey Through Hallowed Ground","","","PO Box 77","15481 2nd Street","Waterford","VA","20197-0077","False","10/24/2014","2500.00","Mark Herring","Contribution","{57BE99AD-EF6E-5383-7018-43D2732229C6}"
"51750","","395","","","","The Laurel Center","","","PO Box 14","","Winchester","VA","22604-0014","False","10/24/2014","5000.00","Mark Herring","Contribution","{57BE99AD-EF6E-5383-7018-43D2732229C6}"
"51750","","396","","","","The Up Center","","","150 Boush St","Ste 800","Norfolk","VA","23510-1637","False","10/24/2014","5000.00","Mark Herring","Contribution","{57BE99AD-EF6E-5383-7018-43D2732229C6}"
"51750","","397","","","","Total Action for Progress","","","302 2nd St SW","","Roanoke","VA","24011-1514","False","10/24/2014","5000.00","Mark Herring","Contribution","{57BE99AD-EF6E-5383-7018-43D2732229C6}"
"51750","","398","","","","Urban League of Hampton Roads Inc.","","","5700 Thurston Ave","Ste 101","Virginia Beach","VA","23455-3302","False","10/24/2014","5000.00","Mark Herring","Contribution","{57BE99AD-EF6E-5383-7018-43D2732229C6}"
"51750","","399","","","","Virginia Capitol Foundation","","","PO Box 396","","Richmond","VA","23218-0396","False","10/24/2014","2500.00","Mark Herring","Contribution","{57BE99AD-EF6E-5383-7018-43D2732229C6}"
"51750","","400","","","","Virginia Wounded Warrior Project","","","900 E Main St","6th Floor, West Wing","Richmond","VA","23219-3548","False","10/24/2014","5000.00","Mark Herring","Contribution","{57BE99AD-EF6E-5383-7018-43D2732229C6}"
"52057","","405","207890","","","The Citizens for a Sustainable City","","","202 Rosemary Lane","","Falls Church","VA","22046","False","12/31/2013","283.55","The Citizens for a Sustainable City-2014","Referendum Committee 2014","{2F5FCB23-18CC-A23E-FA2F-05A1DBE271FA}"
"52380","","407","206516","","","Smedberg for Council 2015","","","726 Potomac Street","","Alexandria","VA","22314","False","12/30/2014","2087.01","Paul Smedberg","Transfer of balance to new campaign committee for upcoming campaign and final report for current committee","{8B271BC0-1A11-4248-30CF-401918A0AB16}"
