"ReportId","CommitteeContactId","FirstName","MiddleName","LastOrCompanyName","Prefix","Suffix","AddressLine1","AddressLine2","City","StateCode","ZipCode","IsIndividual","TransactionDate","Amount","ScheduleCId","ReceiptType","ScheduleId","ReportUID"
"102977","336145","","","Lisa Lucas-Burke for Portsmouth City Council","","","1214 County Street","","Portsmouth","VA","23704","False","11/10/2016","600.00","27442","Surplus Refunded for Poll Workers","","{77F53BF8-60C7-25EC-0635-41672AC3E137}"
"102983","105333","","","Wells Fargo Bank","","","P.O. Box 6995","","Portland Oregon","VA","97228","False","10/31/2016",".13","27464","interest","","{27C2DE1D-25D5-F851-47D3-C705A5B11B92}"
"102983","105333","","","Wells Fargo Bank","","","P.O. Box 6995","","Portland Oregon","VA","97228","False","11/30/2016",".13","27465","interest","","{27C2DE1D-25D5-F851-47D3-C705A5B11B92}"
"103020","320220","","","Paypal","","","2211 North First Street","","San Jose","CA","95131","False","11/10/2016","60.50","27475","Cashback","","{FEC525CE-8CE6-3BFB-CDE9-4520D3E2019C}"
"103020","325309","","","Staples","","","1019 Edwards Ferry Rd NE","","Leesburg","VA","20176","False","11/14/2016","254.29","27476","Banners refund","","{FEC525CE-8CE6-3BFB-CDE9-4520D3E2019C}"
"103020","331147","","","Fulfillment House, Inc.","","","22880 Glenn Dr","#120","Sterling","VA","20164","False","11/14/2016","625.59","27477","Over charge rebate","","{FEC525CE-8CE6-3BFB-CDE9-4520D3E2019C}"
"103045","325684","","","Walmart","","","2410 Sheila Lane","","Richmond","VA","23235","False","09/22/2016","49.58","27478","Returned merchandise","","{155FE454-6022-9E90-F658-B7742B845AE2}"
"103085","305212","","","Towne Bank","","","5716 High St W","","Portsmouth","VA","23703","False","10/31/2016",".11","27482","interest on deposits","","{9C729DA5-70AC-B2D9-2FE4-CD918E5A09D0}"
"103191","325612","","","Manassas City Public Schools Education Foundation","","","8700 Centreville Rd.","Suite 400","Manassas","VA","20110","False","10/05/2016","50.00","27561","Overcharge","","{D0BBAEC9-99BD-2740-F6D1-F41D25D02127}"
"103192","325608","","","Staples","","","9890 Liberia Ave","","Manassas","VA","20110","False","11/03/2016","21.16","27562","Return of supplies","","{7DF613FB-7BEE-81C7-B345-E6315DA4F72F}"
"103271","324263","","","Uline","","","12575 Uline Dr","","Pleasant Prairie","WI","53158-3686","False","11/18/2016","52.00","27603","Returned campaign marketing materials","","{EB8F7711-D06C-2852-BF0A-A66EF02890F9}"
"103335","334210","","","Williamsburg Graphics","","","5810-B Mooretown Road","","Williamsburg","VA","23188","False","11/01/2016","1582.56","27605","Refund of overpayment","","{13A99CB1-2215-2B58-37B4-5A6754151C0C}"
"103405","","","","Putnam Partners","","","1100 Vermont Ave NW","Ste 1200","Washington","DC","20005-6334","False","11/28/2016","1201.70","27614","Refund for Overpayment","","{3347AA7D-A3AA-8EFC-FB49-9AAA119F53CD}"
"103519","50072","","","Navy Federal Credit Union","","","P.O. Box 3000","","Merrifield","VA","22119","False","10/31/2016",".08","27639","Dividend","","{F56803C2-DC86-F5EB-4E23-BC641C049CD8}"
"103519","50072","","","Navy Federal Credit Union","","","P.O. Box 3000","","Merrifield","VA","22119","False","11/30/2016",".02","27640","Dividend","","{F56803C2-DC86-F5EB-4E23-BC641C049CD8}"
"103836","321688","","","Facebook.com","","","1601 Willow Road","","Menlo Park","CA","94025","False","10/27/2016","53.74","27805","Facebook Rebate","","{79B247EB-E104-159B-73A6-6BA8CACF2C5B}"
