"Committee Code","Committee Name","Report Year","Report Due Date","Report Code","Report Start Date","Report Ending Date","Fling Source Type","Filing Type","Amended Count","Date Received","Filing Status","Officer Position","Last Name","First Name","Middle Name","Entity Name","Entity Address","Entity City","Entity State","Entity Zip","Entity Occupation","Entity Place Of Business","Trans Type","Trans Date","Trans Amount","Trans Agg To Date","Trans Value Basis","Trans Service Or Goods","Entity Employer"
"93-089","Joint Republican Caucus of the Virginia General Assembly, Inc.","2000","07/17/2000","JUL17_00","01/01/2000","06/30/2000","E","R","","07/25/2000","T","Treasurer","Fowler","Hyland","F","Va Bankers Assn PAC","700 E Main St PO Box 462","Richmond","VA","232030462","Banks","Richmond VA","R","04/29/2000","555.00","555.00","Actual Cost","Golf Towels",""
"93-089","Joint Republican Caucus of the Virginia General Assembly, Inc.","2000","07/17/2000","JUL17_00","01/01/2000","06/30/2000","E","R","","07/25/2000","T","Treasurer","Fowler","Hyland","F","America Online Corporation","22000 AOL Way","Dulles","VA","20166","Computer Online Company","Dulles","R","05/17/2000","400.00","400.00","Actual Cost","Mouse Pads",""
"93-089","Joint Republican Caucus of the Virginia General Assembly, Inc.","2000","07/17/2000","JUL17_00","01/01/2000","06/30/2000","E","R","","07/25/2000","T","Treasurer","Fowler","Hyland","F","The Jefferson Hotel","Franklin & Adams Streets","Richmond","VA","23219","Hotel","Richmond","R","05/18/2000","300.00","300.00","Actual Cost","Overnight Stay",""
"93-089","Joint Republican Caucus of the Virginia General Assembly, Inc.","2000","07/17/2000","JUL17_00","01/01/2000","06/30/2000","E","R","","07/25/2000","T","Treasurer","Fowler","Hyland","F","RJ Reynolds","401 N. Main Street","Winston-Salem","NC","27102","Conglomerate","Winston-Salem","R","05/19/2000","831.00","831.00","Actual Cost","Golf Prizes",""
"93-089","Joint Republican Caucus of the Virginia General Assembly, Inc.","2000","07/17/2000","JUL17_00","01/01/2000","06/30/2000","E","R","","07/25/2000","T","Treasurer","Fowler","Hyland","F","VA Society of Professional Engineers","9291 Laurel Grove Rd. Ste 10","Mechanicsville","VA","23116","Trade Association","Richmond","R","05/19/2000","160.00","160.00","Actual Cost","Koozie Cups",""
"93-089","Joint Republican Caucus of the Virginia General Assembly, Inc.","2000","07/17/2000","JUL17_00","01/01/2000","06/30/2000","E","R","","07/25/2000","T","Treasurer","Fowler","Hyland","F","Capital One","2980 Fairveiw Park Dr","Falls Church","VA","22042","Credit Card Company","Falls Church VA","R","05/19/2000","1317.00","1317.00","Actual Cost","T-shirts",""
"93-089","Joint Republican Caucus of the Virginia General Assembly, Inc.","2000","07/17/2000","JUL17_00","01/01/2000","06/30/2000","E","R","","07/25/2000","T","Treasurer","Fowler","Hyland","F","Cliff Weil Inc.","P.O. Box 427","Mechanicsville","VA","23111","Sunglass Company","","R","05/22/2000","5000.00","5000.00","Actual Cost","Sunglasses",""
"93-089","Joint Republican Caucus of the Virginia General Assembly, Inc.","2000","07/17/2000","JUL17_00","01/01/2000","06/30/2000","E","R","","07/25/2000","T","Treasurer","Fowler","Hyland","F","GE Financial Assurance Holdings Inc","1299 Pennsylvania Avenue NW","Washington","DC","20004","Insurance","Washington DC","R","05/22/2000","3600.00","3600.00","Actual Cost","Cooler Bags",""
"93-089","Joint Republican Caucus of the Virginia General Assembly, Inc.","2000","07/17/2000","JUL17_00","01/01/2000","06/30/2000","E","R","","07/25/2000","T","Treasurer","Fowler","Hyland","F","McCandlish Kaine & Grant","1111 E. Main Street Ste 1500","Richmond","VA","23218","Law Firm","Richmond","R","05/22/2000","276.00","276.00","Actual Cost","Stadium Cups",""
"93-089","Joint Republican Caucus of the Virginia General Assembly, Inc.","2000","07/17/2000","JUL17_00","01/01/2000","06/30/2000","E","R","","07/25/2000","T","Treasurer","Fowler","Hyland","F","Va Beer Wholesalers Assn","1108 E Main Street Suite 800","Richmond","VA","23219","Beer Wholesalers","Richmond VA","R","05/23/2000","222.33","222.33","Actual Cost","Beverages",""
