"ReportId","CommitteeCode","CommitteeName","CommitteeType","CandidateName","IsStateWide","IsGeneralAssembly","IsLocal","Party","FecNumber","ReportYear","FilingDate","StartDate","EndDate","AddressLine1","AddressLine2","AddressLine3","City","StateCode","ZipCode","FilingType","IsFinalReport","IsAmendment","AmendmentCount","SubmitterPhone","SubmitterEmail","ElectionCycle","ElectionCycleStartDate","ElectionCycleEndDate","OfficeSought","District","NoActivity","BalanceLastReportingPeriod","DateOfReferendum","SubmittedDate","AccountId","DueDate","IsXmlUpload","ReportUID"
"59","PAC-12-00069","Virginia Professional Fire Fighters","Political Action Committee","","False","False","False","","","2012","2012-04-01 10:31:54.120000000","2012-01-01 05:00:00","2012-03-31 04:00:00","455 Hidden Country Lane","","","Hardy","VA","24101","Report","False","False","0","540-890-1394","vpffst@aol.com","","2012-01-01 00:00:00","2012-12-31 00:00:00","","","False","2255.41","","2012-04-01 10:36:19.427000000","{2945DE94-EA71-E111-86D3-984BE103F032}","2012-04-16 21:00:00","False","{59DC24E4-E264-70D4-D477-75412B3158EF}"
"60","PP-12-00123","Loudoun County Republican Committee","Political Party Committee","","False","False","False","Republican","","2012","2012-04-01 11:13:36.283000000","2012-01-01 05:00:00","2012-03-31 04:00:00","P.O. Box 547","","","Leesburg","VA","20178","Report","False","True","1","703-862-3225","clay1chase@aol.com","","2012-01-01 00:00:00","2012-12-31 00:00:00","","","False","8539.32","","2012-04-01 11:19:33.607000000","{5ADAA29B-AE72-E111-86D3-984BE103F032}","2012-04-16 21:00:00","False","{0C020F33-0DB4-0DE2-9F24-CD224C212F52}"
"65","CC-12-00095","Friends of Bruce Tyler","Candidate Campaign Committee","Mr Bruce Warren Tyler","False","False","True","Independent","","2012","2012-04-01 13:53:17.303000000","2012-01-01 05:00:00","2012-03-31 04:00:00","611 St Christophers Rd","","","Richmond","VA","23226","Report","False","False","0","","archbwt@aol.com","11/2012","2008-01-01 00:00:00","2012-12-31 00:00:00","Member City Council","Election - DISTRICT 1","False","41635.21","","2012-04-01 13:54:29.810000000","{EE1F6031-A472-E111-86D3-984BE103F032}","2012-04-16 21:00:00","False","{487CC8E8-B344-A9F9-71AC-34EFC985C519}"
"69","PAC-12-00120","American Fire Sprinkler Association Virginia Chapter","Political Action Committee","","False","False","False","","","2012","2012-04-01 16:08:40.800000000","2012-01-01 05:00:00","2012-03-31 04:00:00","3202 St Stephens Way","","","Midlothian","VA","23113","Report","False","False","0","804-357-3653","lgault@victaulic.com","","2012-01-01 00:00:00","2012-12-31 00:00:00","","","True","1007.62","","2012-04-01 16:09:27.233000000","{D50A9CDC-AF72-E111-86D3-984BE103F032}","2012-04-16 21:00:00","False","{FAF83AB2-F6D9-49F1-07DD-97D449BABD95}"
"74","PP-12-00184","8th Congressional District Republican Committee","Political Party Committee","","False","False","False","Republican","","2012","2012-04-01 21:07:40.023000000","2012-01-01 05:00:00","2012-03-31 04:00:00","PO Box 26141","","","Alexandria","VA","22313","Report","False","False","0","571-482-7690","chris@electioncfo.com","","2012-01-01 00:00:00","2012-12-31 00:00:00","","","True","2033.15","","2012-04-01 21:08:00.920000000","{D4A930AB-2274-E111-86D3-984BE103F032}","2012-04-16 21:00:00","False","{7D483F5A-C236-0796-3166-EF9748BC270E}"
"75","PP-12-00183","Alexandria Republican City Committee","Political Party Committee","","False","False","False","Republican","","2012","2012-04-01 21:09:35.913000000","2012-01-01 05:00:00","2012-03-31 04:00:00","PO Box 245","","","Alexandria","VA","22313","Report","False","False","0","571-482-7690","chris@electioncfo.com","","2012-01-01 00:00:00","2012-12-31 00:00:00","","","True","1194.10","","2012-04-01 21:09:45.863000000","{5C147CF4-1874-E111-86D3-984BE103F032}","2012-04-16 21:00:00","False","{5D9EBFCD-7ADF-0F53-4E2A-2390E9F53607}"
"88","PAC-12-00060","Wood Products Political Action Committee of VA","Political Action Committee","","False","False","False","","","2012","2012-04-02 08:43:19.470000000","2012-01-01 05:00:00","2012-03-31 04:00:00","220 E. Williamsburg Road/ PO Box 160","","","Sandston","VA","23150","Report","False","False","0","804-737-5625","vfpa.susan@att.net","","2012-01-01 00:00:00","2012-12-31 00:00:00","","","False","472.85","","2012-04-02 09:02:50.900000000","{5D660E4B-EA71-E111-86D3-984BE103F032}","2012-04-16 21:00:00","False","{167F1BC8-7F0D-D863-7C43-ADE997817B2E}"
"90","PAC-12-00344","Virginia Physical Therapy Association - PAC","Political Action Committee","","False","False","False","","","2012","2012-04-02 08:46:04.260000000","2012-01-01 05:00:00","2012-03-31 04:00:00","11907 Henderson Court","","","Clifton","VA","20124","Report","True","False","0","703-608-8144","sydneysawr@aol.com","","2012-01-01 00:00:00","2012-12-31 00:00:00","","","False","22038.75","","2012-04-02 08:50:03.510000000","{6C65BDDA-B57C-E111-9BED-984BE103F032}","2012-04-16 21:00:00","False","{FDE858CD-6D65-797B-B546-8DC6C547F408}"
"94","PAC-12-00147","Chesterfield Professional Firefighters Committee on Political Education","Political Action Committee","","False","False","False","","","2012","2012-04-02 09:05:19.037000000","2012-01-01 05:00:00","2012-03-31 04:00:00","P.O. Box 371","","","Chesterfield","VA","23832","Report","False","False","0","804-513-4042","dhammond@iaff2803.org","","2012-01-01 00:00:00","2012-12-31 00:00:00","","","False","1249.24","","2012-04-02 09:06:45.333000000","{54015DD6-5873-E111-86D3-984BE103F032}","2012-04-16 21:00:00","False","{1821673C-E5D0-72E7-2CA1-05BD858497C0}"
"96","PP-12-00112","Eighth District Democratic Committee","Political Party Committee","","False","False","False","Democratic","","2012","2012-04-02 09:27:48.393000000","2012-01-01 05:00:00","2012-03-31 04:00:00","3757 Madison Lane","","","Falls Church","VA","22041","Report","False","False","0","7033710023","rccmason@gmail.com","","2012-01-01 00:00:00","2012-12-31 00:00:00","","","False","204.70","","2012-04-02 09:30:14.673000000","{06959382-2074-E111-86D3-984BE103F032}","2012-04-16 21:00:00","False","{5B765D1A-81A3-C85E-4CEB-09A335FBC81E}"
"97","PAC-12-00209","Democratic Asian Americans of Virginia","Political Action Committee","","False","False","False","","","2012","2012-04-02 09:34:05.553000000","2012-01-01 05:00:00","2012-03-31 04:00:00","3757 Madison Lane","","","Falls Church","VA","22041","Report","True","False","0","7033710023","rccmason@gmail.com","","2012-01-01 00:00:00","2012-12-31 00:00:00","","","False",".00","","2012-04-02 09:43:47.803000000","{C387D8FE-D874-E111-86D3-984BE103F032}","2012-04-16 21:00:00","False","{CBF4B251-59E3-097B-AC1C-AC418A74E165}"
