"Committee Code","Committee Name","Report Year","Report Due Date","Report Code","Report Start Date","Report Ending Date","Fling Source Type","Filing Type","Amended Count","Date Received","Filing Status","Officer Position","Last Name","First Name","Middle Name","Entity Name","Entity Address","Entity City","Entity State","Entity Zip","Entity Occupation","Entity Place Of Business","Trans Type","Trans Date","Trans Amount","Trans Agg To Date","Trans Value Basis","Trans Service Or Goods","Entity Employer"
"91-150","Virginia Society of Professional Engineers PAC","2005","01/01/2005","FINAL_05","01/01/2005","12/31/2005","E","R","0","04/15/2005","L","Exec Director","Dicks","Leigh","","Virginia Engineers PAC","5206 Markel Road Suite 300","Richmond","VA","23230","","","P","04/04/2005","22340.11","","","",""
"91-151","American Council of Engineering Companies of Virginia PAC","2005","01/01/2005","FINAL_05","01/01/2005","12/31/2005","E","A","1","04/15/2005","T","Treasurer","Israel","Nancy","","Virginia Engineers PAC","5206 Markel Road Suite 300","Richmond","VA","23230","","","P","04/01/2005","25464.85","","","",""
"91-151","American Council of Engineering Companies of Virginia PAC","2005","01/01/2005","FINAL_05","01/01/2005","12/31/2005","E","A","2","05/19/2005","T","Treasurer","Israel","Nancy","","Virginia Engineers PAC","5206 Markel Road Suite 300","Richmond","VA","23230","","","P","04/01/2005","25464.85","","","",""
"91-151","American Council of Engineering Companies of Virginia PAC","2005","01/01/2005","FINAL_05","01/01/2005","12/31/2005","E","A","3","05/19/2005","T","Treasurer","Israel","Nancy","","Virginia Engineers PAC","5206 Markel Road Suite 300","Richmond","VA","23230","","","P","04/01/2005","21782.85","","","",""
"91-394","Shaw Pittman Political Action Committee","2005","07/15/2005","JULP15_05","04/01/2005","06/30/2005","E","R","0","07/15/2005","T","","Moore","Steve","","Shaw Pitman LLP PAC","2300 N Street N.W.","Washington","DC","20037","","","P","06/30/2005","8657.02","","","",""
"93-083","Mason District Democratic Committee","2005","04/15/2005","APRP15_05","01/01/2005","03/31/2005","E","R","0","04/15/2005","T","Treas","Chu","Rose","C","Fairfax County Democratic Committee","7245 Arlington Boulevard","Falls Church","VA","22042","","","P","03/23/2005","0.00","","","",""
"93-083","Mason District Democratic Committee","2005","01/01/2005","FINAL_05","01/01/2005","12/31/2005","E","R","0","02/21/2006","L","Treas","Chu","Rose","C","Fairfax County Democratic Committee","7245 Arlington Boulevard","Falls Church","VA","22042","","","P","04/01/2005","302.42","","","",""
"93-083","Mason District Democratic Committee","2005","01/01/2005","FINAL_05","01/01/2005","12/31/2005","E","R","0","02/21/2006","L","Treas","Chu","Rose","C","Fairfax County Democratic Committee","7245 Arlington Boulevard","Falls Church","VA","22042","","","P","04/07/2005","50.00","","","",""
"94-019","Virginia Aggregates Association, Inc. PAC","2005","04/15/2005","APRP15_05","01/01/2005","03/31/2005","E","F","0","04/12/2005","T","Treasurer","Boxley,","Abney","S","Virginia Transportation Construction Alliance PAC","620 Moorefield Park Drive Suite 120","Richmond","VA","23236","","","P","01/05/2005","5953.53","","","",""
"94-019","Virginia Aggregates Association, Inc. PAC","2005","04/15/2005","APRP15_05","01/01/2005","03/31/2005","E","F","0","04/12/2005","T","Treasurer","Boxley,","Abney","S","Virginia Transportation Construction Alliance PAC","620 Moorefield Park Drive Suite 120","Richmond","VA","23236","","","P","01/05/2005","11507.34","","","",""
"99-053","Carefirst Associates PAC","2005","04/15/2005","APRP15_05","01/01/2005","03/31/2005","E","R","0","04/13/2005","T","Treasurer","Kennedy","Jeanne","","CareFirst Associates PAC (MD)","10455 Mill Run Circle","Owings Mills","MD","21117","","","P","03/31/2005","7582.40","","","",""
"02-033","Virginians for Jerry Kilgore PAC","2005","01/01/2005","FINAL_05","01/01/2005","12/31/2005","E","R","0","02/22/2005","T","Treasurer","Beamer","Betsy","D","Virginians for Jerry Kilgore","P.O. Box 17098","Richmond","VA","23226","","","P","01/11/2005","2900000.00","","","",""
"02-033","Virginians for Jerry Kilgore PAC","2005","01/01/2005","FINAL_05","01/01/2005","12/31/2005","E","R","0","02/22/2005","T","Treasurer","Beamer","Betsy","D","Virginians for Jerry Kilgore","P.O. Box 17098","Richmond","VA","23226","","","P","01/28/2005","351921.74","","","",""
"03-078","Euille PAC","2005","04/15/2005","APRP15_05","01/01/2005","03/31/2005","E","R","0","04/15/2005","T","Treasurer","Wilson","Justin","","Friends of Bill Euille","136 Sanborn Place","Alexandria","VA","22305","","","P","03/26/2005","157.71","","","",""
"03-092","Responsible Government PAC","2005","01/01/2005","FINAL_05","01/01/2005","12/31/2005","E","R","0","10/24/2005","L","Treasurer","Girone","Joan","C","M. Lee Winder & Associates P.C.","1807 Huguenot Road Suite 103","Midlothian","VA","23113","","","P","10/20/2005","176.00","","","",""
"03-104","Virginia Young Democrats Convention Committee","2005","01/01/2005","FINAL_05","01/01/2005","12/31/2005","E","R","0","09/27/2005","L","Treasurer","Haas","Christa","","Arlington Young Democrats","P.O. Box 1443","Arlington","VA","22210","","","P","09/13/2005","100.00","","","",""
"04-010","Roanoke Sheriffs Association","2005","01/17/2006","JANP17_06","10/01/2005","12/31/2005","E","R","0","01/17/2006","T","","Brooks","William","A","United Way","325 Campbell Avenue","Roanoke","VA","24016","","","P","11/15/2005","502.18","","","",""
"05-008","Our Neighborhood","2005","01/01/2005","FINAL_05","01/01/2005","12/31/2005","E","R","0","07/07/2005","L","Treasurer","Lattimer","Robert","","ElectJohn Cog","PO Box 8278","Norfolk","VA","23503","","","P","06/20/2005","1199.00","","","",""
"05-009","Holtzman Vogel PAC","2005","04/15/2005","APRP15_05","01/01/2005","03/31/2005","E","A","1","04/27/2005","T","Treasurer","Holtzman","Jill Vogel","","Holtzman Vogel for Senate","49 Culpeper Street","Warrenton","VA","20186","","","P","03/31/2005","185389.86","","","",""
